,id,fecha_evento,planeado,lugar,intrusion,evento_y
2004,856,2021-08-08,1,SA,1,puerta gabinete abierta
2005,890,2021-12-16,1,AS,1,puerta gabinete abierta
2006,895,2021-09-07,0,AS,0,puerta gabinete abierta
2007,72,2021-08-11,1,AS,1,puerta gabinete abierta
2008,78,2021-09-17,0,AF,1,puerta gabinete abierta
2009,81,2021-12-20,0,OC,1,puerta gabinete abierta
2010,131,2021-08-04,0,AS,1,puerta gabinete abierta
2011,142,2021-10-06,0,AF,1,puerta gabinete abierta
2012,152,2021-08-28,1,SA,1,puerta gabinete abierta
2013,196,2021-07-27,0,OC,1,puerta gabinete abierta
2014,203,2021-08-10,1,OC,1,puerta gabinete abierta
2015,242,2021-09-26,0,SA,1,puerta gabinete abierta
2016,254,2021-07-01,0,AS,1,puerta gabinete abierta
2017,281,2021-12-21,0,EU,0,puerta gabinete abierta
2018,346,2021-11-17,0,AF,1,puerta gabinete abierta
2019,385,2021-07-06,0,EU,1,puerta gabinete abierta
2020,406,2021-07-08,0,AS,1,puerta gabinete abierta
2021,420,2021-09-05,1,AS,1,puerta gabinete abierta
2022,462,2021-10-03,0,AS,0,puerta gabinete abierta
2023,559,2021-07-03,0,AF,0,puerta gabinete abierta
2024,641,2021-09-29,1,SA,1,puerta gabinete abierta
2025,695,2021-08-17,0,EU,1,puerta gabinete abierta
2026,801,2021-07-12,1,EU,0,puerta gabinete abierta
2027,813,2021-07-18,1,EU,0,puerta gabinete abierta
2028,821,2021-11-23,0,AF,0,puerta gabinete abierta
2029,861,2021-08-02,0,AF,0,puerta gabinete abierta
2030,866,2021-12-30,0,OC,0,puerta gabinete abierta
2031,904,2021-10-16,0,OC,1,puerta gabinete abierta
2032,915,2021-07-31,0,AS,0,puerta gabinete abierta
2033,933,2021-10-16,0,AS,1,puerta gabinete abierta
2034,935,2021-10-01,0,AS,1,puerta gabinete abierta
2035,961,2021-11-16,1,AF,0,puerta gabinete abierta
2036,965,2021-07-15,1,AS,1,puerta gabinete abierta
2037,974,2021-11-18,1,SA,1,puerta gabinete abierta
2038,31,2021-07-24,0,AF,0,puerta gabinete abierta
2039,96,2021-10-15,0,AF,1,puerta gabinete abierta
2040,153,2021-12-11,1,AS,0,puerta gabinete abierta
2041,220,2021-07-11,0,SA,0,puerta gabinete abierta
2042,232,2021-08-16,0,AF,1,puerta gabinete abierta
2043,288,2021-07-25,1,AF,0,puerta gabinete abierta
2044,332,2021-10-21,0,EU,1,puerta gabinete abierta
2045,452,2021-09-29,1,OC,0,puerta gabinete abierta
2046,461,2021-07-14,1,AS,0,puerta gabinete abierta
2047,463,2021-11-27,0,SA,1,puerta gabinete abierta
2048,484,2021-12-17,1,AS,0,puerta gabinete abierta
2049,499,2021-12-02,0,SA,1,puerta gabinete abierta
2050,508,2021-08-21,1,AS,1,puerta gabinete abierta
2051,515,2021-11-02,0,EU,1,puerta gabinete abierta
2052,520,2021-07-24,0,SA,1,puerta gabinete abierta
2053,568,2021-08-16,1,SA,0,puerta gabinete abierta
2054,575,2021-08-02,0,AF,0,puerta gabinete abierta
2055,624,2021-07-04,0,SA,0,puerta gabinete abierta
2056,684,2021-09-24,1,EU,1,puerta gabinete abierta
2057,701,2021-10-06,0,AS,0,puerta gabinete abierta
2058,724,2021-09-05,1,EU,1,puerta gabinete abierta
2059,841,2021-09-02,0,OC,1,puerta gabinete abierta
2060,879,2021-12-04,0,EU,1,puerta gabinete abierta
2061,923,2021-11-24,0,SA,0,puerta gabinete abierta
2062,934,2021-07-09,0,OC,0,puerta gabinete abierta
2063,977,2021-08-26,0,AF,1,puerta gabinete abierta
2064,32,2021-12-20,0,OC,1,manipulacion video camara
2065,70,2021-07-20,1,OC,0,manipulacion video camara
2066,188,2021-08-29,0,EU,0,manipulacion video camara
2067,325,2021-07-22,1,OC,1,manipulacion video camara
2068,340,2021-10-25,1,OC,1,manipulacion video camara
2069,651,2021-12-28,1,AF,1,manipulacion video camara
2070,658,2021-08-21,0,EU,1,manipulacion video camara
2071,730,2021-09-06,1,AF,1,manipulacion video camara
2072,885,2021-08-09,0,EU,1,manipulacion video camara
2073,887,2021-10-19,0,SA,1,manipulacion video camara
2074,906,2021-07-28,0,SA,1,manipulacion video camara
2075,966,2021-09-10,1,OC,1,manipulacion video camara
2076,993,2021-12-07,1,AF,1,manipulacion video camara
2077,18,2021-12-01,1,AS,0,manipulacion video camara
2078,41,2021-09-16,1,OC,1,manipulacion video camara
2079,84,2021-12-30,0,AS,1,manipulacion video camara
2080,116,2021-08-30,0,EU,0,manipulacion video camara
2081,119,2021-07-04,0,AS,1,manipulacion video camara
2082,127,2021-07-03,1,AF,0,manipulacion video camara
2083,254,2021-09-15,0,SA,0,manipulacion video camara
2084,315,2021-07-24,0,AS,0,manipulacion video camara
2085,357,2021-11-12,0,SA,0,manipulacion video camara
2086,369,2021-08-04,1,AF,1,manipulacion video camara
2087,435,2021-09-03,0,EU,0,manipulacion video camara
2088,449,2021-12-19,1,OC,1,manipulacion video camara
2089,455,2021-08-15,0,SA,0,manipulacion video camara
2090,463,2021-12-07,0,AF,0,manipulacion video camara
2091,516,2021-08-18,1,EU,0,manipulacion video camara
2092,526,2021-12-04,1,AS,1,manipulacion video camara
2093,564,2021-08-23,1,SA,0,manipulacion video camara
2094,574,2021-08-21,1,SA,0,manipulacion video camara
2095,632,2021-09-16,1,AS,1,manipulacion video camara
2096,656,2021-08-19,0,AF,1,manipulacion video camara
2097,671,2021-10-16,1,AS,1,manipulacion video camara
2098,683,2021-11-18,0,SA,1,manipulacion video camara
2099,726,2021-07-30,1,OC,0,manipulacion video camara
2100,736,2021-09-13,0,SA,1,manipulacion video camara
2101,760,2021-10-12,0,AF,0,manipulacion video camara
2102,790,2021-08-17,0,AF,0,manipulacion video camara
2103,824,2021-09-03,1,AF,0,manipulacion video camara
2104,859,2021-07-28,1,AS,1,manipulacion video camara
2105,981,2021-08-24,0,SA,1,manipulacion video camara
2106,989,2021-12-18,1,SA,1,manipulacion video camara
2107,18,2021-12-01,1,AS,0,manipulacion video camara
2108,41,2021-09-16,1,OC,1,manipulacion video camara
2109,84,2021-12-30,0,AS,1,manipulacion video camara
2110,116,2021-08-30,0,EU,0,manipulacion video camara
2111,119,2021-07-04,0,AS,1,manipulacion video camara
2112,127,2021-07-03,1,AF,0,manipulacion video camara
2113,254,2021-09-15,0,SA,0,manipulacion video camara
2114,315,2021-07-24,0,AS,0,manipulacion video camara
2115,357,2021-11-12,0,SA,0,manipulacion video camara
2116,369,2021-08-04,1,AF,1,manipulacion video camara
2117,435,2021-09-03,0,EU,0,manipulacion video camara
2118,449,2021-12-19,1,OC,1,manipulacion video camara
2119,455,2021-08-15,0,SA,0,manipulacion video camara
2120,463,2021-12-07,0,AF,0,manipulacion video camara
2121,516,2021-08-18,1,EU,0,manipulacion video camara
2122,526,2021-12-04,1,AS,1,manipulacion video camara
2123,564,2021-08-23,1,SA,0,manipulacion video camara
2124,574,2021-08-21,1,SA,0,manipulacion video camara
2125,632,2021-09-16,1,AS,1,manipulacion video camara
2126,656,2021-08-19,0,AF,1,manipulacion video camara
2127,671,2021-10-16,1,AS,1,manipulacion video camara
2128,683,2021-11-18,0,SA,1,manipulacion video camara
2129,726,2021-07-30,1,OC,0,manipulacion video camara
2130,736,2021-09-13,0,SA,1,manipulacion video camara
2131,760,2021-10-12,0,AF,0,manipulacion video camara
2132,790,2021-08-17,0,AF,0,manipulacion video camara
2133,824,2021-09-03,1,AF,0,manipulacion video camara
2134,859,2021-07-28,1,AS,1,manipulacion video camara
2135,981,2021-08-24,0,SA,1,manipulacion video camara
2136,989,2021-12-18,1,SA,1,manipulacion video camara
2137,17,2021-07-30,1,EU,0,manipulacion video camara
2138,61,2021-10-07,0,AS,0,manipulacion video camara
2139,92,2021-07-03,0,AF,1,manipulacion video camara
2140,108,2021-10-05,1,OC,0,manipulacion video camara
2141,122,2021-10-13,1,SA,1,manipulacion video camara
2142,160,2021-08-10,1,OC,1,manipulacion video camara
2143,201,2021-10-03,1,SA,0,manipulacion video camara
2144,215,2021-11-19,0,AS,0,manipulacion video camara
2145,225,2021-08-20,0,OC,0,manipulacion video camara
2146,262,2021-07-13,1,SA,0,manipulacion video camara
2147,346,2021-11-28,0,AS,0,manipulacion video camara
2148,372,2021-07-18,0,AS,0,manipulacion video camara
2149,375,2021-07-19,1,AF,1,manipulacion video camara
2150,392,2021-11-03,0,OC,0,manipulacion video camara
2151,409,2021-07-15,0,AS,0,manipulacion video camara
2152,434,2021-12-20,0,OC,1,manipulacion video camara
2153,502,2021-08-31,1,AS,0,manipulacion video camara
2154,565,2021-10-30,0,EU,0,manipulacion video camara
2155,590,2021-12-14,0,AS,1,manipulacion video camara
2156,619,2021-12-13,0,AS,1,manipulacion video camara
2157,658,2021-11-26,1,OC,1,manipulacion video camara
2158,693,2021-10-02,1,EU,1,manipulacion video camara
2159,715,2021-07-02,1,EU,1,manipulacion video camara
2160,726,2021-07-02,0,AS,0,manipulacion video camara
2161,879,2021-08-26,0,AS,0,manipulacion video camara
2162,887,2021-09-22,0,AS,1,manipulacion video camara
2163,900,2021-08-24,1,EU,1,manipulacion video camara
2164,935,2021-10-03,0,OC,0,manipulacion video camara
2165,960,2021-08-16,1,AF,0,manipulacion video camara
2166,7,2021-07-07,0,SA,0,manipulacion video camara
2167,11,2021-09-20,1,EU,1,manipulacion video camara
2168,22,2021-09-11,1,SA,1,manipulacion video camara
2169,93,2021-10-29,0,AF,1,manipulacion video camara
2170,100,2021-11-18,1,EU,1,manipulacion video camara
2171,101,2021-09-16,0,EU,0,manipulacion video camara
2172,102,2021-08-13,1,AS,0,manipulacion video camara
2173,119,2021-11-29,1,AF,1,manipulacion video camara
2174,160,2021-09-18,0,SA,1,manipulacion video camara
2175,199,2021-11-15,0,OC,0,manipulacion video camara
2176,249,2021-08-20,0,OC,1,manipulacion video camara
2177,268,2021-08-15,0,AS,0,manipulacion video camara
2178,277,2021-07-01,0,OC,0,manipulacion video camara
2179,315,2021-12-03,1,SA,0,manipulacion video camara
2180,335,2021-12-09,1,OC,0,manipulacion video camara
2181,441,2021-08-15,1,SA,1,manipulacion video camara
2182,457,2021-11-06,1,AS,1,manipulacion video camara
2183,522,2021-09-02,0,OC,0,manipulacion video camara
2184,550,2021-10-26,1,SA,0,manipulacion video camara
2185,561,2021-11-27,0,EU,1,manipulacion video camara
2186,595,2021-07-17,0,AS,1,manipulacion video camara
2187,625,2021-07-14,0,AF,1,manipulacion video camara
2188,657,2021-08-12,0,OC,0,manipulacion video camara
2189,731,2021-12-01,1,SA,0,manipulacion video camara
2190,749,2021-10-31,0,AF,0,manipulacion video camara
2191,759,2021-12-25,0,AF,1,manipulacion video camara
2192,767,2021-09-27,1,OC,1,manipulacion video camara
2193,770,2021-07-08,0,OC,1,manipulacion video camara
2194,862,2021-12-29,0,AS,1,manipulacion video camara
2195,1,2021-08-15,0,AF,1,manipulacion video camara
2196,32,2021-07-24,0,OC,0,manipulacion video camara
2197,39,2021-07-26,1,AS,1,manipulacion video camara
2198,48,2021-07-24,0,AF,1,manipulacion video camara
2199,49,2021-12-07,1,AF,0,manipulacion video camara
2200,61,2021-07-26,1,AS,1,manipulacion video camara
2201,69,2021-07-20,0,EU,0,manipulacion video camara
2202,71,2021-09-17,1,OC,1,manipulacion video camara
2203,186,2021-12-18,1,AS,0,manipulacion video camara
2204,208,2021-11-04,1,AF,1,manipulacion video camara
2205,215,2021-11-08,0,OC,0,manipulacion video camara
2206,219,2021-12-30,1,EU,0,manipulacion video camara
2207,257,2021-08-02,0,AF,0,manipulacion video camara
2208,303,2021-08-26,0,AS,0,manipulacion video camara
2209,312,2021-07-29,0,AS,0,manipulacion video camara
2210,384,2021-11-11,0,OC,1,manipulacion video camara
2211,402,2021-08-13,0,AS,1,manipulacion video camara
2212,459,2021-12-15,1,OC,1,manipulacion video camara
2213,522,2021-12-22,0,AF,1,manipulacion video camara
2214,527,2021-07-02,1,OC,1,manipulacion video camara
2215,535,2021-11-19,0,AS,0,manipulacion video camara
2216,654,2021-12-21,0,AS,1,manipulacion video camara
2217,691,2021-08-24,0,EU,1,manipulacion video camara
2218,720,2021-10-30,1,EU,0,manipulacion video camara
2219,803,2021-11-03,0,SA,0,manipulacion video camara
2220,851,2021-11-28,1,AS,0,manipulacion video camara
2221,852,2021-08-16,0,EU,0,manipulacion video camara
2222,853,2021-11-16,1,EU,1,manipulacion video camara
2223,861,2021-07-18,0,OC,0,manipulacion video camara
2224,888,2021-08-02,0,OC,1,manipulacion video camara
2225,937,2021-08-16,1,EU,0,manipulacion video camara
2226,44,2021-10-03,0,EU,1,sensor imu activado
2227,58,2021-09-19,1,AF,0,sensor imu activado
2228,80,2021-11-20,0,AF,1,sensor imu activado
2229,177,2021-09-01,0,SA,0,sensor imu activado
2230,195,2021-07-02,0,AS,1,sensor imu activado
2231,253,2021-07-17,1,EU,0,sensor imu activado
2232,324,2021-09-06,0,SA,1,sensor imu activado
2233,342,2021-10-12,0,AF,0,sensor imu activado
2234,373,2021-09-20,0,AS,0,sensor imu activado
2235,400,2021-12-09,1,AS,0,sensor imu activado
2236,455,2021-09-20,0,SA,1,sensor imu activado
2237,471,2021-11-29,1,SA,0,sensor imu activado
2238,478,2021-12-06,1,AF,0,sensor imu activado
2239,490,2021-08-04,0,OC,1,sensor imu activado
2240,501,2021-07-03,0,SA,0,sensor imu activado
2241,518,2021-11-24,1,OC,0,sensor imu activado
2242,533,2021-09-17,1,AS,0,sensor imu activado
2243,580,2021-08-25,1,EU,0,sensor imu activado
2244,673,2021-12-25,0,OC,0,sensor imu activado
2245,716,2021-07-17,0,AF,0,sensor imu activado
2246,718,2021-09-14,1,OC,0,sensor imu activado
2247,789,2021-08-05,1,OC,1,sensor imu activado
2248,911,2021-11-24,0,OC,0,sensor imu activado
2249,937,2021-07-16,1,AS,1,sensor imu activado
2250,943,2021-07-04,0,OC,1,sensor imu activado
2251,968,2021-10-20,0,EU,1,sensor imu activado
2252,978,2021-09-30,1,AS,0,sensor imu activado
2253,998,2021-12-02,0,AF,0,sensor imu activado
2254,10,2021-10-22,0,AF,0,sensor imu activado
2255,81,2021-12-14,0,OC,0,sensor imu activado
2256,138,2021-12-29,1,AS,0,sensor imu activado
2257,141,2021-10-27,1,OC,1,sensor imu activado
2258,151,2021-11-28,0,AS,1,sensor imu activado
2259,201,2021-07-26,0,AF,1,sensor imu activado
2260,240,2021-08-15,1,OC,0,sensor imu activado
2261,290,2021-09-18,0,EU,0,sensor imu activado
2262,341,2021-10-10,0,AF,0,sensor imu activado
2263,344,2021-12-12,0,SA,0,sensor imu activado
2264,365,2021-12-15,0,AS,1,sensor imu activado
2265,381,2021-09-18,0,OC,0,sensor imu activado
2266,475,2021-12-30,0,OC,1,sensor imu activado
2267,501,2021-12-13,1,AS,1,sensor imu activado
2268,546,2021-11-16,1,AF,0,sensor imu activado
2269,579,2021-09-03,0,EU,0,sensor imu activado
2270,631,2021-11-09,0,OC,0,sensor imu activado
2271,686,2021-10-27,1,EU,1,sensor imu activado
2272,691,2021-08-31,0,AS,1,sensor imu activado
2273,714,2021-12-06,1,OC,0,sensor imu activado
2274,832,2021-11-18,0,AF,0,sensor imu activado
2275,845,2021-07-06,0,AS,0,sensor imu activado
2276,863,2021-10-02,0,AF,1,sensor imu activado
2277,867,2021-09-30,1,AF,1,sensor imu activado
2278,894,2021-11-09,0,AS,0,sensor imu activado
2279,991,2021-09-02,0,EU,0,sensor imu activado
2280,10,2021-10-22,0,AF,0,sensor imu activado
2281,81,2021-12-14,0,OC,0,sensor imu activado
2282,138,2021-12-29,1,AS,0,sensor imu activado
2283,141,2021-10-27,1,OC,1,sensor imu activado
2284,151,2021-11-28,0,AS,1,sensor imu activado
2285,201,2021-07-26,0,AF,1,sensor imu activado
2286,240,2021-08-15,1,OC,0,sensor imu activado
2287,290,2021-09-18,0,EU,0,sensor imu activado
2288,341,2021-10-10,0,AF,0,sensor imu activado
2289,344,2021-12-12,0,SA,0,sensor imu activado
2290,365,2021-12-15,0,AS,1,sensor imu activado
2291,381,2021-09-18,0,OC,0,sensor imu activado
2292,475,2021-12-30,0,OC,1,sensor imu activado
2293,501,2021-12-13,1,AS,1,sensor imu activado
2294,546,2021-11-16,1,AF,0,sensor imu activado
2295,579,2021-09-03,0,EU,0,sensor imu activado
2296,631,2021-11-09,0,OC,0,sensor imu activado
2297,686,2021-10-27,1,EU,1,sensor imu activado
2298,691,2021-08-31,0,AS,1,sensor imu activado
2299,714,2021-12-06,1,OC,0,sensor imu activado
2300,832,2021-11-18,0,AF,0,sensor imu activado
2301,845,2021-07-06,0,AS,0,sensor imu activado
2302,863,2021-10-02,0,AF,1,sensor imu activado
2303,867,2021-09-30,1,AF,1,sensor imu activado
2304,894,2021-11-09,0,AS,0,sensor imu activado
2305,991,2021-09-02,0,EU,0,sensor imu activado
2306,33,2021-08-07,0,EU,0,sensor imu activado
2307,36,2021-12-03,0,EU,1,sensor imu activado
2308,45,2021-12-13,0,AS,1,sensor imu activado
2309,109,2021-11-25,0,AS,1,sensor imu activado
2310,120,2021-10-19,1,SA,1,sensor imu activado
2311,177,2021-12-10,0,SA,0,sensor imu activado
2312,188,2021-10-06,0,AS,1,sensor imu activado
2313,246,2021-11-15,1,AS,1,sensor imu activado
2314,255,2021-11-27,1,AS,0,sensor imu activado
2315,317,2021-09-26,1,EU,1,sensor imu activado
2316,333,2021-11-02,0,AS,1,sensor imu activado
2317,338,2021-12-29,0,OC,0,sensor imu activado
2318,345,2021-08-14,1,SA,0,sensor imu activado
2319,388,2021-11-06,0,AS,0,sensor imu activado
2320,534,2021-10-31,1,AS,0,sensor imu activado
2321,542,2021-08-26,1,AF,0,sensor imu activado
2322,589,2021-07-16,0,AF,0,sensor imu activado
2323,593,2021-11-26,0,AS,1,sensor imu activado
2324,628,2021-10-17,1,AF,0,sensor imu activado
2325,666,2021-07-05,1,AF,0,sensor imu activado
2326,702,2021-09-10,0,OC,0,sensor imu activado
2327,703,2021-10-04,0,OC,0,sensor imu activado
2328,741,2021-07-30,0,AS,0,sensor imu activado
2329,789,2021-12-09,0,AF,1,sensor imu activado
2330,880,2021-09-14,1,OC,0,sensor imu activado
2331,927,2021-08-10,1,OC,0,sensor imu activado
2332,996,2021-07-30,0,SA,1,sensor imu activado
2333,23,2021-07-18,1,EU,1,sensor imu activado
2334,26,2021-08-23,1,EU,0,sensor imu activado
2335,70,2021-08-29,1,SA,1,sensor imu activado
2336,92,2021-07-18,0,AS,1,sensor imu activado
2337,94,2021-07-07,1,EU,0,sensor imu activado
2338,135,2021-08-19,0,OC,1,sensor imu activado
2339,154,2021-12-29,0,SA,0,sensor imu activado
2340,180,2021-08-15,1,EU,1,sensor imu activado
2341,212,2021-12-22,1,OC,1,sensor imu activado
2342,216,2021-12-10,0,SA,0,sensor imu activado
2343,250,2021-07-17,1,SA,1,sensor imu activado
2344,328,2021-10-02,0,SA,0,sensor imu activado
2345,331,2021-11-09,1,AF,1,sensor imu activado
2346,375,2021-11-15,0,OC,1,sensor imu activado
2347,382,2021-09-22,0,AS,1,sensor imu activado
2348,396,2021-12-30,1,AS,1,sensor imu activado
2349,445,2021-12-24,0,AF,0,sensor imu activado
2350,469,2021-12-26,0,AS,1,sensor imu activado
2351,470,2021-09-15,0,AS,0,sensor imu activado
2352,511,2021-08-29,0,AF,1,sensor imu activado
2353,532,2021-12-16,0,AF,0,sensor imu activado
2354,537,2021-10-22,0,OC,1,sensor imu activado
2355,569,2021-12-24,1,AF,0,sensor imu activado
2356,630,2021-11-01,0,AS,1,sensor imu activado
2357,660,2021-12-26,0,EU,0,sensor imu activado
2358,718,2021-12-20,1,AS,1,sensor imu activado
2359,760,2021-12-06,1,AF,0,sensor imu activado
2360,772,2021-09-09,1,AS,1,sensor imu activado
2361,782,2021-09-03,0,AS,0,sensor imu activado
2362,804,2021-09-28,1,AS,1,sensor imu activado
2363,856,2021-08-27,0,EU,1,sensor imu activado
2364,859,2021-08-12,1,OC,1,sensor imu activado
2365,897,2021-10-24,1,AF,1,sensor imu activado
2366,903,2021-10-15,1,SA,0,sensor imu activado
2367,914,2021-11-30,0,OC,0,sensor imu activado
2368,925,2021-10-30,0,AS,1,sensor imu activado
2369,929,2021-08-28,1,AS,0,sensor imu activado
2370,964,2021-09-23,1,AS,0,sensor imu activado
2371,2,2021-12-25,1,AS,1,sensor imu activado
2372,53,2021-09-28,1,OC,1,sensor imu activado
2373,64,2021-09-03,0,AS,1,sensor imu activado
2374,120,2021-12-03,0,SA,0,sensor imu activado
2375,229,2021-08-23,0,SA,0,sensor imu activado
2376,275,2021-08-24,1,AF,1,sensor imu activado
2377,291,2021-09-04,1,AS,1,sensor imu activado
2378,326,2021-10-10,1,OC,1,sensor imu activado
2379,368,2021-07-15,1,AF,1,sensor imu activado
2380,378,2021-09-15,1,OC,0,sensor imu activado
2381,428,2021-10-19,0,AS,1,sensor imu activado
2382,439,2021-10-17,1,AS,1,sensor imu activado
2383,458,2021-11-11,0,SA,0,sensor imu activado
2384,490,2021-10-14,0,OC,0,sensor imu activado
2385,498,2021-08-18,1,AS,0,sensor imu activado
2386,516,2021-08-30,1,OC,1,sensor imu activado
2387,537,2021-10-12,1,OC,0,sensor imu activado
2388,561,2021-08-29,1,SA,0,sensor imu activado
2389,636,2021-10-26,1,AF,0,sensor imu activado
2390,639,2021-11-10,1,EU,1,sensor imu activado
2391,651,2021-12-08,0,OC,0,sensor imu activado
2392,735,2021-08-25,0,EU,0,sensor imu activado
2393,744,2021-07-20,0,EU,0,sensor imu activado
2394,745,2021-08-30,1,EU,0,sensor imu activado
2395,790,2021-12-09,0,AS,0,sensor imu activado
2396,795,2021-12-11,0,AF,1,sensor imu activado
2397,838,2021-12-02,1,OC,0,sensor imu activado
2398,922,2021-07-07,1,SA,1,sensor imu activado
2399,52,2021-10-23,1,AS,0,pin insertado incorrecto
2400,68,2021-10-23,0,OC,1,pin insertado incorrecto
2401,81,2021-09-14,0,AF,0,pin insertado incorrecto
2402,111,2021-12-27,0,AF,1,pin insertado incorrecto
2403,122,2021-07-16,0,AF,0,pin insertado incorrecto
2404,128,2021-11-06,1,AF,1,pin insertado incorrecto
2405,133,2021-09-19,0,EU,0,pin insertado incorrecto
2406,134,2021-12-29,0,OC,0,pin insertado incorrecto
2407,158,2021-11-18,0,AF,0,pin insertado incorrecto
2408,196,2021-12-06,1,AF,0,pin insertado incorrecto
2409,246,2021-09-11,0,AF,0,pin insertado incorrecto
2410,345,2021-12-22,1,AF,1,pin insertado incorrecto
2411,382,2021-12-27,0,AF,1,pin insertado incorrecto
2412,436,2021-10-11,1,OC,0,pin insertado incorrecto
2413,506,2021-09-21,1,AF,1,pin insertado incorrecto
2414,554,2021-10-14,1,EU,1,pin insertado incorrecto
2415,646,2021-09-14,0,SA,1,pin insertado incorrecto
2416,670,2021-10-26,0,SA,1,pin insertado incorrecto
2417,711,2021-09-19,0,AS,1,pin insertado incorrecto
2418,712,2021-09-08,0,SA,1,pin insertado incorrecto
2419,752,2021-09-01,0,EU,1,pin insertado incorrecto
2420,794,2021-10-23,0,AS,0,pin insertado incorrecto
2421,809,2021-11-18,0,EU,1,pin insertado incorrecto
2422,810,2021-11-15,1,EU,1,pin insertado incorrecto
2423,837,2021-07-15,0,SA,1,pin insertado incorrecto
2424,852,2021-08-08,0,EU,1,pin insertado incorrecto
2425,881,2021-10-24,1,OC,1,pin insertado incorrecto
2426,886,2021-12-20,1,AF,1,pin insertado incorrecto
2427,892,2021-11-16,0,OC,1,pin insertado incorrecto
2428,896,2021-11-26,1,AS,1,pin insertado incorrecto
2429,950,2021-09-23,1,AS,0,pin insertado incorrecto
2430,951,2021-12-09,1,SA,0,pin insertado incorrecto
2431,971,2021-09-23,0,EU,1,pin insertado incorrecto
2432,977,2021-09-07,1,OC,1,pin insertado incorrecto
2433,9,2021-08-02,1,AS,0,pin insertado incorrecto
2434,43,2021-09-13,0,AF,0,pin insertado incorrecto
2435,47,2021-09-24,0,EU,1,pin insertado incorrecto
2436,69,2021-07-06,0,AS,1,pin insertado incorrecto
2437,80,2021-10-09,0,EU,0,pin insertado incorrecto
2438,129,2021-11-29,0,OC,1,pin insertado incorrecto
2439,246,2021-07-07,1,AS,0,pin insertado incorrecto
2440,311,2021-10-27,1,OC,1,pin insertado incorrecto
2441,316,2021-09-03,1,AS,1,pin insertado incorrecto
2442,319,2021-12-07,1,AS,1,pin insertado incorrecto
2443,354,2021-07-30,1,OC,1,pin insertado incorrecto
2444,383,2021-10-09,1,SA,0,pin insertado incorrecto
2445,387,2021-10-09,1,SA,1,pin insertado incorrecto
2446,612,2021-12-11,1,AS,1,pin insertado incorrecto
2447,622,2021-09-14,1,EU,0,pin insertado incorrecto
2448,662,2021-07-18,0,OC,1,pin insertado incorrecto
2449,752,2021-10-06,0,AF,1,pin insertado incorrecto
2450,761,2021-08-11,1,AF,0,pin insertado incorrecto
2451,818,2021-07-23,0,SA,1,pin insertado incorrecto
2452,968,2021-12-12,1,OC,1,pin insertado incorrecto
2453,970,2021-08-20,1,AS,0,pin insertado incorrecto
2454,971,2021-11-27,1,SA,1,pin insertado incorrecto
2455,996,2021-11-23,0,OC,1,pin insertado incorrecto
2456,9,2021-08-02,1,AS,0,pin insertado incorrecto
2457,43,2021-09-13,0,AF,0,pin insertado incorrecto
2458,47,2021-09-24,0,EU,1,pin insertado incorrecto
2459,69,2021-07-06,0,AS,1,pin insertado incorrecto
2460,80,2021-10-09,0,EU,0,pin insertado incorrecto
2461,129,2021-11-29,0,OC,1,pin insertado incorrecto
2462,246,2021-07-07,1,AS,0,pin insertado incorrecto
2463,311,2021-10-27,1,OC,1,pin insertado incorrecto
2464,316,2021-09-03,1,AS,1,pin insertado incorrecto
2465,319,2021-12-07,1,AS,1,pin insertado incorrecto
2466,354,2021-07-30,1,OC,1,pin insertado incorrecto
2467,383,2021-10-09,1,SA,0,pin insertado incorrecto
2468,387,2021-10-09,1,SA,1,pin insertado incorrecto
2469,612,2021-12-11,1,AS,1,pin insertado incorrecto
2470,622,2021-09-14,1,EU,0,pin insertado incorrecto
2471,662,2021-07-18,0,OC,1,pin insertado incorrecto
2472,752,2021-10-06,0,AF,1,pin insertado incorrecto
2473,761,2021-08-11,1,AF,0,pin insertado incorrecto
2474,818,2021-07-23,0,SA,1,pin insertado incorrecto
2475,968,2021-12-12,1,OC,1,pin insertado incorrecto
2476,970,2021-08-20,1,AS,0,pin insertado incorrecto
2477,971,2021-11-27,1,SA,1,pin insertado incorrecto
2478,996,2021-11-23,0,OC,1,pin insertado incorrecto
2479,26,2021-12-08,1,AS,1,pin insertado incorrecto
2480,50,2021-08-21,0,AS,1,pin insertado incorrecto
2481,59,2021-08-30,1,AF,0,pin insertado incorrecto
2482,88,2021-07-04,1,SA,1,pin insertado incorrecto
2483,114,2021-12-08,0,SA,0,pin insertado incorrecto
2484,187,2021-10-04,0,AF,1,pin insertado incorrecto
2485,194,2021-10-23,0,SA,1,pin insertado incorrecto
2486,203,2021-07-30,0,EU,0,pin insertado incorrecto
2487,221,2021-10-28,0,OC,1,pin insertado incorrecto
2488,343,2021-12-15,0,EU,0,pin insertado incorrecto
2489,397,2021-08-14,1,SA,0,pin insertado incorrecto
2490,406,2021-07-10,0,AF,1,pin insertado incorrecto
2491,439,2021-11-08,0,SA,0,pin insertado incorrecto
2492,528,2021-10-13,0,OC,0,pin insertado incorrecto
2493,598,2021-09-14,1,OC,1,pin insertado incorrecto
2494,625,2021-08-24,0,EU,0,pin insertado incorrecto
2495,654,2021-09-10,1,SA,1,pin insertado incorrecto
2496,681,2021-11-24,1,OC,0,pin insertado incorrecto
